trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
42,False,"{'a': 0.02, 'e': 0.6674628258413082}",30,0,-119.61474485776128,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 3}",0
43,False,"{'a': 0.02, 'e': 0.6524374681640519}",25,0,-103.68780858036494,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
44,False,"{'a': 0.02, 'e': 0.6371511441985802}",20,0,-62.83612186929183,"{0: 14, 1: 4, 2: 0, 3: 1, 4: 1}",0
45,False,"{'a': 0.02, 'e': 0.6216099682706645}",20,10,-80.41209624865515,"{0: 6, 1: 0, 2: 1, 3: 2, 4: 1}",1
46,False,"{'a': 0.02, 'e': 0.6058201566434629}",20,13,12.113373506762473,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,False,"{'a': 0.02, 'e': 0.5897880250310983}",30,5,-8.555345089406895,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",1
48,False,"{'a': 0.02, 'e': 0.5735199860724567}",20,0,-77.48391850231603,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
49,False,"{'a': 0.02, 'e': 0.5570225467662173}",25,0,18.610646878049145,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
50,False,"{'a': 0.02, 'e': 0.5403023058681398}",30,0,-28.83285231514959,"{0: 25, 1: 3, 2: 1, 3: 0, 4: 1}",0
51,False,"{'a': 0.02, 'e': 0.5233659512516496}",30,0,-81.92843352666829,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
52,False,"{'a': 0.02, 'e': 0.5062202572327784}",25,1,-42.48690076488538,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 1}",1
53,False,"{'a': 0.02, 'e': 0.48887208186052755}",30,8,-64.90951570398137,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 2}",1
54,False,"{'a': 0.02, 'e': 0.47132836417373997}",30,0,-145.5667986420026,"{0: 22, 1: 1, 2: 3, 3: 1, 4: 3}",0
55,False,"{'a': 0.02, 'e': 0.4535961214255773}",30,16,27.484140345645034,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.02, 'e': 0.43568244627671204}",20,14,-0.20347445198114422,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
57,False,"{'a': 0.02, 'e': 0.41759450395835795}",20,0,-27.284484792155293,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
58,False,"{'a': 0.02, 'e': 0.3993395294062732}",30,8,-31.638351915877067,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 1}",1
59,False,"{'a': 0.02, 'e': 0.3809248243668818}",30,0,-22.03421120252093,"{0: 24, 1: 1, 2: 5, 3: 0, 4: 0}",0
60,False,"{'a': 0.02, 'e': 0.3623577544766736}",20,0,-42.05560165751754,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
61,False,"{'a': 0.02, 'e': 0.34364574631604705}",30,0,-10.495816023222753,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
62,False,"{'a': 0.02, 'e': 0.32479628443877623}",20,1,-31.163848899911585,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
63,False,"{'a': 0.02, 'e': 0.3058169083782893}",20,3,-42.41689017599699,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 1}",1
64,False,"{'a': 0.02, 'e': 0.28671520963195546}",20,8,17.67947715120766,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,False,"{'a': 0.02, 'e': 0.26749882862458735}",20,0,-39.88974684573182,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
66,False,"{'a': 0.02, 'e': 0.2481754516523729}",25,13,18.550494830140195,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.02, 'e': 0.22875280780845939}",20,7,17.30708855956891,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.02, 'e': 0.20923866589141926}",20,0,-59.01073537433459,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
69,False,"{'a': 0.02, 'e': 0.18964083129783424}",20,11,1.7125051219978213,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
70,False,"{'a': 0.02, 'e': 0.16996714290024081}",25,0,9.73626534836693,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
71,False,"{'a': 0.02, 'e': 0.15022546991168584}",30,4,15.777105539629408,"{0: 23, 1: 2, 2: 1, 3: 0, 4: 0}",1
72,False,"{'a': 0.02, 'e': 0.13042370873814554}",20,3,-14.812876842393969,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
73,False,"{'a': 0.02, 'e': 0.11056977982006957}",20,1,-4.7531981707439135,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
74,False,"{'a': 0.02, 'e': 0.09067162446430967}",25,5,33.25238318918089,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.02, 'e': 0.0707372016677029}",30,22,11.626485524527308,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.02, 'e': 0.05077448493357918}",20,6,24.200606053615637,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.02, 'e': 0.030791459082466124}",30,19,15.221237199159267,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",30,10,33.48766192705541,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",25,12,21.753871699329192,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",30,13,31.433666590150622,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",25,8,32.967534374117335,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",35,14,32.17185433695412,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",30,23,15.870726395485818,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",30,16,26.787706816229814,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",25,8,-15.248629860388785,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
9,True,"{'a': 0.0, 'e': 0.0}",25,1,42.57385245322172,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",20,1,29.902790856031018,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
